,CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,ELECT_TYPE,STATE_FULL,CAND_PTY_AFFILIATION_FULL,search_query,link_results,campaign_site_search
0,H2AK00200,"CONSTANT, CHRISTOPHER",DEM,AK,0,House,Alaska,Democrat,"CONSTANT, CHRISTOPHER Democrat Alaska House","https://ballotpedia.org/Christopher_Constant
https://ballotpedia.org/United_States_House_of_Representatives_election_in_Alaska,_2022
https://ballotpedia.org/United_States_House_of_Representatives_special_election_in_Alaska,_2022
https://ballotpedia.org/Alaska%27s_At-Large_Congressional_District
https://ballotpedia.org/Alaska_House_of_Representatives_elections,_2022
https://ballotpedia.org/United_States_House_of_Representatives_election_in_Alaska,_2024
https://ballotpedia.org/Chris_Bye
https://ballotpedia.org/Mary_Peltola
https://ballotpedia.org/Nicholas_Begich
https://ballotpedia.org/David_Ambrose
https://ballotpedia.org/Andrew_Halcro","
https://christopherconstant.com


https://www.linkedin.com/in/christopher-constant-2762731
https://www.twitter.com/akartisan


"
